Reviews,ID,Rating,Product
had to send product back twice and get money back because the headphones didn't work,5785,negative,Apple AirPods (2nd Generation)
justo lo que keria,5786,negative,Apple AirPods (2nd Generation)
,5787,negative,Apple AirPods (2nd Generation)
"these would not pair with my iphone 13 pro. i did try trouble shooting, and they just would not even appear when fully charged on my phones bluetooth radar. i thought for a moment that they were appearing under a different name, but then i found out it was a different device i was seeing on the bluetooth and these just didn’t appear at all.  very disappointing. i wonder if they were a returned product that someone had already linked to a different iphone? maybe that’s why they weren’t recognized. i’m not sure. had to return.",5788,negative,Apple AirPods (2nd Generation)
i change them to 100 % and the last only 1 1/2 hours not good,5789,negative,Apple AirPods (2nd Generation)
"purchased this item to replace an old pair, airpods did not work, there was a paring issue, returned the item to an amazon hub, and now amazon refuse to refund me. waste of money and time.",5790,negative,Apple AirPods (2nd Generation)
i need new ones i opened mines an left earbud not working won’t connect,5791,negative,Apple AirPods (2nd Generation)
sound quality is horrible. my sound went out only a few months after purchase and i barley use them.,5792,negative,Apple AirPods (2nd Generation)
"3 months of barely using this thing, you can’t hear out of it! this cannot be new but a refurbished product",5793,negative,Apple AirPods (2nd Generation)
"they aren’t comfortable in my ears,",5794,negative,Apple AirPods (2nd Generation)
i got these and i first i loved them.then after a month they didn't let me hear my calls and it sounded very muffled. i did nothing to them and i tried on different phones and still the same thing smh 🤕,5795,negative,Apple AirPods (2nd Generation)
i use these with new and old iphones over past two years. so strange that there is intermittent operating when using for phone calls.,5796,negative,Apple AirPods (2nd Generation)
"i like the fit, the sound, the look, the battery, but i have bought two pair and a little after 6 months, the right one would no longer hold a charge. so i have two left earpods that work fine and i still use. evidently there is no warranty that covers. they work great for as long as they work.",5797,negative,Apple AirPods (2nd Generation)
"this is my first time buying airpods from amazon. i usually buy all my electronics from best buy and i wish i would of got these at best buy too. they work, they play sound and they charge, but everything else is spotty. one airpod will play sound while the other one can’t seem to connect. the paint (?) is also peeling off off of them. i usually have to use one airpod at a time because they rarely work together.basically, i won’t buy apple products from amazon again",5798,negative,Apple AirPods (2nd Generation)
they would not sync to my iphone. totally useless. had to get refund.,5799,negative,Apple AirPods (2nd Generation)
in description it told me i would be receiving a generation 2 airpods but i received a gen 1 airpods charging case. the airpods are the same but the case is not generation 2.,5800,negative,Apple AirPods (2nd Generation)
one of my airpods has not stopped working. do not buy,5801,negative,Apple AirPods (2nd Generation)
"you cannot find these things if you lose them. you can only see where they were when they were last connected to your iphone. find iphone doesn’t work this them at all so once they’re gone, they’re gone forever.",5802,negative,Apple AirPods (2nd Generation)
"the box it came in was a real air pods box, but the case for the airpods is definitely fake, as well as the airpods themselves.  additionally, when i connected them to my phone, they  came up as “airbuds”… returning asap, ugh.",5803,negative,Apple AirPods (2nd Generation)
"do not buy if you are a runner or plan on sweating while using these.bought some cheap wireless headphones for half the price, started having issues with those, left ear pod stopped working.figured it was because they were cheap and i should go with the premium product.well left airpod stopped working, lasted as long as the cheap pair. would not recommend.",5804,negative,Apple AirPods (2nd Generation)
just got really quiet on one side after a few months of use,5805,negative,Apple AirPods (2nd Generation)
not bad,5806,negative,Apple AirPods (2nd Generation)
only one airpod works with phone calls,5807,negative,Apple AirPods (2nd Generation)
have to send back. one won't turn on at all.,5808,negative,Apple AirPods (2nd Generation)
they did not work unless i sat right by the phone.  if i put my phone in my pocket just static and constant pausing.,5809,negative,Apple AirPods (2nd Generation)
stopped working after a month of my daughter having them,5810,negative,Apple AirPods (2nd Generation)
they worked fine for a 1 1/2 years and sound quality now you can hardly hear anything very poor construction,5811,negative,Apple AirPods (2nd Generation)
